order_id,order_date,ship_date,ship_mode,customer_id,country,city,state,postal_code,region
CA-2017-120761,2017-09-04,2017-09-08,Standard Class,AB-10150,United States,Long Beach,New York,11561,East
CA-2016-109176,2016-05-09,2016-05-15,Standard Class,JW-16075,United States,Philadelphia,Pennsylvania,19140,East
CA-2015-112116,2015-03-16,2015-03-18,Second Class,JE-15475,United States,Seattle,Washington,98103,West
CA-2016-126809,2016-04-09,2016-04-13,Standard Class,EB-13750,United States,Seattle,Washington,98103,West
CA-2014-105172,2014-04-04,2014-04-09,Standard Class,PK-18910,United States,San Francisco,California,94109,West
CA-2017-107293,2017-09-05,2017-09-06,First Class,CS-12400,United States,Seattle,Washington,98115,West
US-2017-102890,2017-06-30,2017-06-30,Same Day,SG-20470,United States,New York City,New York,10011,East
CA-2015-158554,2015-11-09,2015-11-09,Same Day,CM-12190,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-116239,2014-03-04,2014-03-04,Same Day,CL-12565,United States,Columbia,South Carolina,29203,South
CA-2015-132101,2015-03-19,2015-03-25,Standard Class,JO-15550,United States,Seattle,Washington,98105,West
CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,United States,Allen,Texas,75002,Central
US-2017-152002,2017-06-11,2017-06-11,Same Day,DV-13465,United States,Los Angeles,California,90004,West
CA-2017-165029,2017-11-26,2017-11-30,Standard Class,AH-10075,United States,Atlanta,Georgia,30318,South
US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,United States,Los Angeles,California,90004,West
CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,United States,El Paso,Texas,79907,Central
CA-2016-109057,2016-04-22,2016-04-27,Standard Class,TT-21460,United States,Aurora,Illinois,60505,Central
CA-2016-154403,2016-05-23,2016-05-27,Standard Class,AP-10720,United States,Florence,Alabama,35630,South
CA-2016-102456,2016-02-27,2016-03-01,First Class,DL-12865,United States,New York City,New York,10011,East
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,United States,New York City,New York,10024,East
CA-2016-109911,2016-05-12,2016-05-16,Standard Class,VG-21805,United States,Virginia Beach,Virginia,23464,South
US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,United States,Grapevine,Texas,76051,Central
CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,United States,Olympia,Washington,98502,West
CA-2014-117317,2014-10-19,2014-10-19,Same Day,JF-15490,United States,Los Angeles,California,90032,West
CA-2015-118423,2015-03-24,2015-03-27,First Class,DP-13390,United States,Peoria,Illinois,61604,Central
CA-2017-149181,2017-05-08,2017-05-12,Standard Class,MD-17350,United States,Columbus,Ohio,43229,East
CA-2017-132234,2017-10-16,2017-10-18,First Class,MY-17380,United States,New York City,New York,10011,East
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,United States,Carrollton,Texas,75007,Central
CA-2016-164672,2016-05-08,2016-05-13,Second Class,GB-14530,United States,Dover,Delaware,19901,East
US-2016-132857,2016-12-11,2016-12-17,Standard Class,CA-12775,United States,Smyrna,Tennessee,37167,South
CA-2017-116645,2017-11-30,2017-12-04,Standard Class,ME-17725,United States,Newark,Delaware,19711,East
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,United States,Los Angeles,California,90049,West
CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,United States,Los Angeles,California,90008,West
CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,United States,Oakland,California,94601,West
US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,United States,Eagan,Minnesota,55122,Central
US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,United States,New York City,New York,10011,East
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,United States,Kent,Washington,98031,West
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,United States,Los Angeles,California,90049,West
CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,United States,New York City,New York,10011,East
CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,United States,Lafayette,Louisiana,70506,South
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,United States,Cleveland,Ohio,44105,East
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,United States,Cleveland,Ohio,44105,East
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,United States,Tigard,Oregon,97224,West
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,United States,Washington,District of Columbia,20016,East
US-2014-134712,2014-11-29,2014-12-04,Standard Class,BS-11380,United States,Skokie,Illinois,60076,Central
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,United States,Seattle,Washington,98115,West
CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,United States,Philadelphia,Pennsylvania,19140,East
CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,United States,Philadelphia,Pennsylvania,19143,East
CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,United States,San Francisco,California,94110,West
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,United States,Seattle,Washington,98105,West
CA-2014-127159,2014-05-12,2014-05-15,First Class,HL-15040,United States,Milwaukee,Wisconsin,53209,Central
CA-2017-161809,2017-01-20,2017-01-26,Standard Class,TH-21100,United States,Los Angeles,California,90045,West
CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,United States,Seattle,Washington,98115,West
CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,United States,Philadelphia,Pennsylvania,19143,East
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,United States,Dallas,Texas,75217,Central
US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,United States,New York City,New York,10011,East
CA-2017-159457,2017-10-19,2017-10-26,Standard Class,RD-19480,United States,Houston,Texas,77095,Central
CA-2016-107615,2016-03-22,2016-03-25,First Class,RB-19645,United States,North Las Vegas,Nevada,89031,West
CA-2017-111647,2017-07-03,2017-07-07,Standard Class,RD-19585,United States,Plano,Texas,75023,Central
CA-2015-150560,2015-12-11,2015-12-12,First Class,SW-20455,United States,Suffolk,Virginia,23434,South
CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,United States,Houston,Texas,77041,Central
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,United States,San Francisco,California,94110,West
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,United States,Philadelphia,Pennsylvania,19134,East
US-2016-101497,2016-09-29,2016-10-01,Second Class,PS-18760,United States,Los Angeles,California,90008,West
CA-2016-147585,2016-11-07,2016-11-12,Standard Class,CB-12535,United States,San Francisco,California,94110,West
CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-142839,2014-08-16,2014-08-20,Standard Class,TS-21610,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-129833,2017-12-09,2017-12-15,Standard Class,HF-14995,United States,Indianapolis,Indiana,46203,Central
US-2016-154361,2016-03-14,2016-03-19,Standard Class,HZ-14950,United States,Columbus,Ohio,43229,East
US-2016-158708,2016-06-26,2016-06-29,Second Class,AB-10255,United States,Plano,Texas,75023,Central
CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,United States,Bayonne,New Jersey,7002,East
CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,United States,Los Angeles,California,90008,West
CA-2014-135657,2014-06-03,2014-06-07,Second Class,SC-20725,United States,Seattle,Washington,98115,West
CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,United States,New York City,New York,10035,East
CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,United States,San Diego,California,92037,West
CA-2016-106306,2016-03-08,2016-03-08,Same Day,PG-18820,United States,Glendale,Arizona,85301,West
CA-2015-100545,2015-11-22,2015-11-26,Standard Class,IM-15070,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,United States,San Francisco,California,94122,West
CA-2015-145401,2015-01-30,2015-02-04,Standard Class,JP-15520,United States,Houston,Texas,77070,Central
US-2017-124968,2017-09-08,2017-09-13,Second Class,MM-18055,United States,Chicago,Illinois,60610,Central
CA-2017-104003,2017-10-07,2017-10-13,Standard Class,DC-13285,United States,San Francisco,California,94110,West
CA-2016-154788,2016-04-30,2016-05-04,Standard Class,JL-15835,United States,New York City,New York,10011,East
CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,United States,New York City,New York,10011,East
US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,United States,Chicago,Illinois,60623,Central
CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,United States,Philadelphia,Pennsylvania,19143,East
US-2017-164056,2017-04-29,2017-05-04,Second Class,FM-14215,United States,Dublin,Ohio,43017,East
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,United States,Springfield,Virginia,22153,South
CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,United States,Fayetteville,North Carolina,28314,South
US-2016-131149,2016-07-10,2016-07-14,Standard Class,LH-17155,United States,Dallas,Texas,75081,Central
CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,United States,Jacksonville,North Carolina,28540,South
CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,United States,San Francisco,California,94122,West
CA-2014-110527,2014-08-09,2014-08-16,Standard Class,ED-13885,United States,San Diego,California,92037,West
CA-2017-152807,2017-10-30,2017-11-03,Standard Class,MC-18100,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-133270,2014-06-06,2014-06-09,First Class,BM-11785,United States,Rochester,New York,14609,East
CA-2016-155670,2016-08-13,2016-08-17,Second Class,EM-14065,United States,Jacksonville,North Carolina,28540,South
US-2014-157406,2014-04-25,2014-04-29,Standard Class,DA-13450,United States,Houston,Texas,77095,Central
CA-2015-139094,2015-11-22,2015-11-27,Standard Class,MO-17800,United States,San Antonio,Texas,78207,Central
CA-2017-168837,2017-10-14,2017-10-17,First Class,JW-15955,United States,Oakland,California,94601,West
CA-2017-116715,2017-12-02,2017-12-05,First Class,VW-21775,United States,San Francisco,California,94122,West
CA-2015-135622,2015-12-08,2015-12-11,Second Class,TT-21460,United States,Fort Worth,Texas,76106,Central
US-2015-107349,2015-07-13,2015-07-15,First Class,SL-20155,United States,Houston,Texas,77095,Central
CA-2014-139017,2014-05-11,2014-05-17,Standard Class,RM-19375,United States,Houston,Texas,77095,Central
CA-2014-141817,2014-01-05,2014-01-12,Standard Class,MB-18085,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,United States,San Diego,California,92105,West
CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,United States,Suffolk,Virginia,23434,South
US-2014-158057,2014-03-22,2014-03-26,Standard Class,CC-12685,United States,Greensboro,North Carolina,27405,South
CA-2017-146024,2017-03-02,2017-03-08,Standard Class,SC-20770,United States,Dallas,Texas,75081,Central
CA-2016-129686,2016-11-27,2016-11-29,Second Class,GG-14650,United States,Chicago,Illinois,60623,Central
CA-2014-118976,2014-04-28,2014-05-03,Standard Class,MY-18295,United States,Baltimore,Maryland,21215,East
CA-2015-105347,2015-11-24,2015-11-28,Standard Class,DP-13000,United States,Los Angeles,California,90004,West
CA-2016-124667,2016-11-11,2016-11-16,Standard Class,BD-11770,United States,New York City,New York,10011,East
CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,United States,Franklin,Massachusetts,2038,East
CA-2017-166317,2017-09-22,2017-09-26,Standard Class,JE-15610,United States,Milwaukee,Wisconsin,53209,Central
CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,United States,Kenosha,Wisconsin,53142,Central
CA-2014-102008,2014-09-30,2014-10-04,Standard Class,RA-19915,United States,New York City,New York,10011,East
CA-2014-120474,2014-12-01,2014-12-03,First Class,RP-19390,United States,Madison,Wisconsin,53711,Central
CA-2014-104773,2014-12-08,2014-12-13,Standard Class,TB-21175,United States,Houston,Texas,77041,Central
CA-2016-140774,2016-09-05,2016-09-10,Standard Class,BE-11455,United States,Olathe,Kansas,66062,Central
US-2017-139465,2017-08-27,2017-08-30,First Class,MR-17545,United States,New York City,New York,10024,East
CA-2016-100965,2016-07-07,2016-07-11,Standard Class,RM-19375,United States,San Jose,California,95123,West
CA-2016-121034,2016-08-08,2016-08-10,Second Class,JF-15565,United States,Dallas,Texas,75081,Central
CA-2016-149461,2016-11-13,2016-11-19,Standard Class,AS-10135,United States,Auburn,Washington,98002,West
CA-2017-158379,2017-09-22,2017-09-26,Second Class,JA-15970,United States,Philadelphia,Pennsylvania,19134,East
US-2016-116729,2016-12-25,2016-12-28,First Class,GK-14620,United States,Los Angeles,California,90049,West
CA-2016-164938,2016-02-11,2016-02-13,First Class,PB-19210,United States,Tulsa,Oklahoma,74133,Central
CA-2016-165484,2016-10-23,2016-10-29,Standard Class,HK-14890,United States,Chicago,Illinois,60610,Central
CA-2014-132612,2014-06-09,2014-06-11,Second Class,FO-14305,United States,Harrisonburg,Virginia,22801,South
US-2017-161193,2017-11-20,2017-11-26,Standard Class,BT-11680,United States,Newark,Ohio,43055,East
CA-2015-131597,2015-09-14,2015-09-18,Standard Class,SP-20620,United States,Los Angeles,California,90045,West
CA-2015-164833,2015-06-04,2015-06-04,Same Day,LL-16840,United States,Seattle,Washington,98105,West
CA-2015-125423,2015-12-13,2015-12-15,Second Class,MC-17575,United States,Los Angeles,California,90036,West
US-2014-130379,2014-05-25,2014-05-29,Standard Class,JL-15235,United States,Chicago,Illinois,60623,Central
CA-2016-168956,2016-02-16,2016-02-20,Standard Class,EA-14035,United States,Chicago,Illinois,60623,Central
CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,United States,Redmond,Oregon,97756,West
CA-2016-109344,2016-02-08,2016-02-11,Second Class,CH-12070,United States,Raleigh,North Carolina,27604,South
US-2015-140851,2015-07-13,2015-07-15,Second Class,ND-18460,United States,Macon,Georgia,31204,South
CA-2014-103373,2014-05-18,2014-05-24,Standard Class,BS-11755,United States,Cleveland,Ohio,44105,East
CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,United States,Muskogee,Oklahoma,74403,Central
CA-2015-131422,2015-11-05,2015-11-09,Standard Class,GB-14530,United States,Monroe,North Carolina,28110,South
CA-2017-162691,2017-08-01,2017-08-07,Standard Class,AS-10045,United States,Austin,Texas,78745,Central
CA-2014-141278,2014-06-21,2014-06-24,First Class,RM-19375,United States,Meriden,Connecticut,6450,East
CA-2017-122693,2017-02-19,2017-02-21,Second Class,NH-18610,United States,Roswell,Georgia,30076,South
CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,United States,Charlotte,North Carolina,28205,South
CA-2016-157763,2016-07-18,2016-07-23,Standard Class,KH-16330,United States,Bowling Green,Kentucky,42104,South
CA-2015-135391,2015-02-09,2015-02-11,Second Class,FA-14230,United States,San Antonio,Texas,78207,Central
US-2017-113852,2017-07-29,2017-08-02,Standard Class,GW-14605,United States,Seattle,Washington,98115,West
US-2017-158512,2017-01-12,2017-01-17,Second Class,DA-13450,United States,Washington,District of Columbia,20016,East
CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,United States,Los Angeles,California,90004,West
CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,United States,South Bend,Indiana,46614,Central
CA-2014-114643,2014-06-13,2014-06-17,Standard Class,FM-14215,United States,Los Angeles,California,90032,West
US-2017-158218,2017-05-12,2017-05-15,Second Class,AC-10420,United States,Houston,Texas,77041,Central
CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,United States,Bristol,Connecticut,6010,East
US-2017-121251,2017-03-26,2017-03-27,First Class,GM-14440,United States,New York City,New York,10009,East
CA-2014-151078,2014-11-12,2014-11-12,Same Day,RF-19840,United States,San Antonio,Texas,78207,Central
US-2016-100839,2016-10-13,2016-10-17,Standard Class,NC-18625,United States,Aurora,Colorado,80013,West
US-2017-116659,2017-11-12,2017-11-12,Same Day,NG-18355,United States,Newark,Ohio,43055,East
CA-2017-118857,2017-04-15,2017-04-18,First Class,AH-10075,United States,Henderson,Nevada,89015,West
CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,United States,Philadelphia,Pennsylvania,19143,East
CA-2016-148201,2016-08-26,2016-08-29,Second Class,CC-12145,United States,Seattle,Washington,98103,West
CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,United States,San Francisco,California,94122,West
CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,United States,Spokane,Washington,99207,West
CA-2014-147914,2014-06-04,2014-06-09,Standard Class,MP-17470,United States,Columbus,Ohio,43229,East
US-2016-112977,2016-03-10,2016-03-16,Standard Class,CJ-12010,United States,Long Beach,New York,11561,East
CA-2017-112039,2017-03-25,2017-03-29,Standard Class,JC-15775,United States,San Antonio,Texas,78207,Central
CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,United States,Los Angeles,California,90049,West
US-2017-166611,2017-03-28,2017-04-02,Standard Class,CK-12760,United States,Jacksonville,Florida,32216,South
CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,United States,New York City,New York,10011,East
CA-2016-118570,2016-11-13,2016-11-17,Standard Class,CC-12430,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-154718,2017-01-19,2017-01-23,Second Class,DL-12865,United States,Keller,Texas,76248,Central
CA-2016-147578,2016-04-22,2016-04-26,Second Class,PG-18895,United States,San Francisco,California,94122,West
CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,United States,Hialeah,Florida,33012,South
CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,United States,Fairfield,Ohio,45014,East
CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,United States,Huntington Beach,California,92646,West
CA-2017-145310,2017-12-22,2017-12-24,Second Class,JP-15520,United States,Port Orange,Florida,32127,South
CA-2016-100083,2016-11-24,2016-11-29,Standard Class,CD-11980,United States,Medford,Oregon,97504,West
US-2017-108063,2017-12-02,2017-12-05,First Class,AS-10090,United States,Charlottesville,Virginia,22901,South
CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,United States,Missoula,Montana,59801,West
CA-2017-141789,2017-10-03,2017-10-06,First Class,AC-10450,United States,Minneapolis,Minnesota,55407,Central
CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,United States,Miami,Florida,33178,South
CA-2016-140543,2016-06-29,2016-07-03,Second Class,Co-12640,United States,Florence,South Carolina,29501,South
CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,United States,Detroit,Michigan,48205,Central
CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,United States,Springfield,Oregon,97477,West
CA-2017-154410,2017-10-21,2017-10-24,First Class,MD-17860,United States,Indianapolis,Indiana,46203,Central
US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,United States,Apopka,Florida,32712,South
CA-2015-157959,2015-02-03,2015-02-04,First Class,RW-19540,United States,Los Angeles,California,90008,West
CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,United States,Oceanside,New York,11572,East
CA-2016-105963,2016-11-15,2016-11-22,Standard Class,SC-20770,United States,Los Angeles,California,90008,West
CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,United States,Houston,Texas,77041,Central
CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,United States,Roswell,Georgia,30076,South
CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,United States,Boynton Beach,Florida,33437,South
CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,United States,Franklin,Massachusetts,2038,East
CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,United States,Detroit,Michigan,48227,Central
US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,United States,Watertown,New York,13601,East
CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,United States,Reading,Pennsylvania,19601,East
CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,United States,Arlington,Texas,76017,Central
CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,United States,San Diego,California,92024,West
CA-2017-102834,2017-03-09,2017-03-13,Standard Class,LW-16990,United States,San Francisco,California,94110,West
US-2016-139710,2016-06-09,2016-06-15,Standard Class,GM-14680,United States,Los Angeles,California,90045,West
CA-2017-121538,2017-11-28,2017-12-01,First Class,RH-19495,United States,Denver,Colorado,80219,West
US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,United States,Seattle,Washington,98105,West
CA-2016-152121,2016-11-27,2016-11-29,Second Class,CC-12670,United States,Scottsdale,Arizona,85254,West
CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,United States,Lafayette,Louisiana,70506,South
CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,United States,San Francisco,California,94109,West
CA-2015-141768,2015-05-25,2015-05-27,Second Class,NP-18685,United States,San Francisco,California,94109,West
CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,United States,Broomfield,Colorado,80020,West
CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,United States,Quincy,Illinois,62301,Central
CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,United States,Carrollton,Texas,75007,Central
CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,United States,New York City,New York,10009,East
CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,United States,Springfield,Missouri,65807,Central
CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,United States,Paterson,New Jersey,7501,East
CA-2017-117485,2017-09-23,2017-09-29,Standard Class,BD-11320,United States,Tulsa,Oklahoma,74133,Central
CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,United States,Chicago,Illinois,60623,Central
CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,United States,Chicago,Illinois,60610,Central
CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,United States,Montgomery,Alabama,36116,South
CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,United States,Salem,Oregon,97301,West
CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,United States,Glendale,Arizona,85301,West
CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,United States,Columbus,Georgia,31907,South
CA-2014-122749,2014-12-03,2014-12-09,Standard Class,NG-18430,United States,Oklahoma City,Oklahoma,73120,Central
CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,United States,Brentwood,California,94513,West
CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,United States,Columbus,Ohio,43229,East
CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,United States,Springfield,Missouri,65807,Central
CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,United States,Springfield,Oregon,97477,West
US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,United States,Houston,Texas,77036,Central
CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,United States,Chesapeake,Virginia,23320,South
CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,United States,Pasadena,California,91104,West
CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,United States,Louisville,Kentucky,40214,South
US-2017-143028,2017-04-11,2017-04-18,Standard Class,SC-20050,United States,Lubbock,Texas,79424,Central
CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,United States,Columbia,Missouri,65203,Central
CA-2017-165386,2017-08-03,2017-08-04,First Class,CM-12190,United States,Chicago,Illinois,60623,Central
CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,United States,Johnson City,Tennessee,37604,South
CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,United States,Houston,Texas,77041,Central
CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,United States,Auburn,Alabama,36830,South
CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,United States,San Bernardino,California,92404,West
CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,United States,Providence,Rhode Island,2908,East
US-2017-111241,2017-08-20,2017-08-22,Second Class,GM-14500,United States,Fresno,California,93727,West
CA-2015-114237,2015-03-13,2015-03-15,First Class,MC-17275,United States,Seattle,Washington,98103,West
CA-2016-113516,2016-09-08,2016-09-10,Second Class,VM-21685,United States,Lancaster,California,93534,West
CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,United States,Leominster,Massachusetts,1453,East
CA-2016-128923,2016-12-09,2016-12-13,Standard Class,GB-14530,United States,Fort Worth,Texas,76106,Central
CA-2017-162481,2017-09-25,2017-09-29,Standard Class,CT-11995,United States,Rochester,Minnesota,55901,Central
CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,United States,Bozeman,Montana,59715,West
CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,United States,Peoria,Arizona,85345,West
CA-2015-104493,2015-10-02,2015-10-08,Standard Class,EB-13705,United States,San Diego,California,92105,West
US-2017-158946,2017-11-18,2017-11-23,Standard Class,JW-15220,United States,Lakewood,Ohio,44107,East
CA-2014-129168,2014-08-17,2014-08-23,Standard Class,KB-16585,United States,Houston,Texas,77095,Central
CA-2016-131835,2016-07-17,2016-07-21,Standard Class,MC-17590,United States,Perth Amboy,New Jersey,8861,East
CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,United States,Philadelphia,Pennsylvania,19134,East
CA-2016-136434,2016-12-01,2016-12-07,Standard Class,RD-19480,United States,Richmond,Indiana,47374,Central
CA-2017-120376,2017-12-22,2017-12-25,First Class,TP-21130,United States,Detroit,Michigan,48227,Central
CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,United States,Los Angeles,California,90049,West
CA-2015-133452,2015-04-13,2015-04-19,Standard Class,ZC-21910,United States,Pomona,California,91767,West
CA-2016-146521,2016-07-21,2016-07-23,Second Class,CC-12610,United States,Philadelphia,Pennsylvania,19134,East
US-2017-110996,2017-11-20,2017-11-25,Standard Class,KA-16525,United States,Ontario,California,91761,West
CA-2016-129693,2016-11-26,2016-12-02,Standard Class,TC-20980,United States,Seattle,Washington,98105,West
CA-2017-122504,2017-11-07,2017-11-12,Second Class,DB-13270,United States,Brentwood,California,94513,West
CA-2014-131051,2014-12-01,2014-12-05,Standard Class,TR-21325,United States,San Francisco,California,94122,West
CA-2017-140676,2017-09-12,2017-09-15,First Class,BF-11080,United States,Baltimore,Maryland,21215,East
CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,United States,Phoenix,Arizona,85023,West
CA-2017-104647,2017-02-23,2017-03-01,Standard Class,CK-12595,United States,Los Angeles,California,90008,West
CA-2014-110352,2014-11-23,2014-11-29,Standard Class,ED-13885,United States,Houston,Texas,77036,Central
CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,United States,New York City,New York,10009,East
CA-2015-139290,2015-10-26,2015-10-30,Standard Class,MY-17380,United States,Rancho Cucamonga,California,91730,West
CA-2017-166142,2017-07-15,2017-07-19,Standard Class,MM-17260,United States,Wilmington,Delaware,19805,East
CA-2014-145926,2014-11-17,2014-11-21,Standard Class,MP-17470,United States,Moorhead,Minnesota,56560,Central
